taxonID,datasetID,family,genus,specificEpithet,infraspecificEpithet,taxonRank
2874941,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,antarctica,NA,species
3906148,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,antarctica,uliginosa,variety
3906059,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,antarctica,microphylla,variety
2874931,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,antarctica,sublobata,variety
7624979,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,antarctica,subalpina,variety
2874938,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,uliginosa,NA,species
3906060,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,antarctica,latifolia,variety
2874939,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,montagnei,NA,species
2874932,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,montagnei,NA,species
3906158,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,antarctica,subalpina,variety
3906163,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,antarctica,palustris,variety
8357653,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,antarctica,palustris,variety
2874942,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,uliginosa,NA,species
2874933,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,antarctica,NA,species
2874943,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,antarctica,microphylla,variety
2874921,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,oblongata,NA,species
7226591,d9a4eedb-e985-4456-ad46-3df8472e00e8,Nothofagaceae,Nothofagus,solandri,solandri,variety
3906432,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,solandri,NA,species
3906640,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,soltruncata,NA,species
2874922,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,cinerascens,NA,species
8686532,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Nothofagaceae,Nothofagus,cinerascens,NA,species
9589083,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,solandri,NA,species
2874911,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,pumilio,NA,species
2874910,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,antarctica,bicrenata,variety
2874897,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,dombeyi,NA,species
2874896,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,dombeyi,microphylla,variety
7681115,bae5856f-da10-4333-90a0-5a2135361b30,Nothofagaceae,Nothofagus,pumilio,NA,species
2874908,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,pumilio,NA,species
2874909,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,antarctica,pumilio,variety
7711360,dbaa27eb-29e7-4cbb-8eab-3f689cfce116,Nothofagaceae,Nothofagus,dombeyi,NA,species
3906444,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,pumilo,NA,species
12136277,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Nothofagaceae,Nothofagus,oblongata,NA,species
5939369,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,pseudoresinosa,microphylla,variety
2874994,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,obliqua,macranthera,variety
2874992,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,obliqua,integrisquamata,variety
7716847,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,procera,NA,species
8553537,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Nothofagaceae,Nothofagus,procera,NA,species
7274372,d9a4eedb-e985-4456-ad46-3df8472e00e8,Nothofagaceae,Nothofagus,obliqua,obliqua,variety
6371820,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,obliqua,valdiviana,variety
2874988,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,obliqua,andina,subspecies
2874990,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,obliqua,NA,species
2874987,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,obliqua,dentatosquamata,variety
2874985,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,heterocarpa,NA,species
2874993,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,obliqua,valdiviana,variety
2874986,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,valdiviana,NA,species
3906056,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,obliqua,glauca,variety
3906048,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,obliqua,macranthera,variety
9476920,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,pseudoresinosa,NA,species
3906147,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,pseudoresinosa,NA,species
9265236,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,obliqua,andina,subspecies
7905373,dbaa27eb-29e7-4cbb-8eab-3f689cfce116,Nothofagaceae,Nothofagus,obliqua,NA,species
7595235,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,obliqua,NA,species
9314394,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,obliqua,valdiviana,subspecies
2874991,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,valdiviana,NA,species
2874989,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,obliqua,valdiviana,subspecies
2874960,d9a4eedb-e985-4456-ad46-3df8472e00e8,Nothofagaceae,Nothofagus,fusca,fusca,variety
2874961,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,fusca,NA,species
7872054,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,fusca,NA,species
3906151,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,perryi,NA,species
9533648,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,perryi,NA,species
2874881,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,procera,NA,species
2874880,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,procera,NA,species
7744792,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,alpina,NA,species
2874883,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,nervosa,NA,species
8226236,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,alpina,NA,species
7391834,dbaa27eb-29e7-4cbb-8eab-3f689cfce116,Nothofagaceae,Nothofagus,nervosa,NA,species
2874879,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,nervosa,NA,species
9392955,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,resinosa,NA,species
3906143,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,resinosa,NA,species
2874980,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,moorei,NA,species
7504556,bae5856f-da10-4333-90a0-5a2135361b30,Nothofagaceae,Nothofagus,carronii,NA,species
2874981,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,carronii,NA,species
9302282,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,moorei,NA,species
9444737,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,eugenananus,NA,species
9615805,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,stylosa,NA,species
2874963,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,fusca,colensoi,variety
2874965,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,truncata,NA,species
8394279,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,truncata,NA,species
2874901,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,baumanniae,NA,species
2874918,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,menziesii,NA,species
2874999,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,obliqua,macrocarpa,variety
9633752,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,macrocarpa,NA,species
2875000,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,obliqua,macrocarpa,variety
7404866,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,menziesii,NA,species
3906153,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,nuda,NA,species
9369983,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,nuda,NA,species
8193231,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,fusca,obsoleta,variety
7818969,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,apiculata,dubia,variety
9501148,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,fusca,dubia,variety
8337277,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,apiculata,dubia,variety
9382406,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,dubia,NA,species
9499213,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,carrii,NA,species
3906175,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,carrii,NA,species
7226590,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,crenata,crenata,variety
2874915,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,crenata,sapeii,variety
9492498,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,crenata,NA,species
3906168,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,crenata,NA,species
2874929,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,cunninghamii,NA,species
8104536,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,cunninghamii,NA,species
9256779,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,dodecaphleps,NA,species
3906157,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,grandis,NA,species
9487735,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,grandis,NA,species
3906210,bae5856f-da10-4333-90a0-5a2135361b30,Nothofagaceae,Nothofagus,alessandrii,NA,species
9580095,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,alessandrii,NA,species
2874975,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,gunnii,NA,species
7940768,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,gunnii,NA,species
2874894,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,cliffusca,NA,species
2874892,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,blairii,NA,species
9242421,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,blairii,NA,species
2874891,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,apiculata,blairii,variety
2874971,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,megalocarpa,NA,species
2874970,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,glauca,NA,species
9483616,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,glauca,NA,species
2875003,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,decipiens,NA,species
2875004,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,bernhardii,NA,species
2875005,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,eymae,NA,species
2875002,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,dura,NA,species
2874973,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,cornuta,NA,species
3906141,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,rubra,NA,species
9325555,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,rubra,NA,species
3906146,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,pullei,NA,species
9440266,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,pullei,NA,species
9324937,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,decipiens,NA,species
3906164,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,decipiens,NA,species
9636074,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,cornuta,NA,species
3906170,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,cornuta,NA,species
9563069,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,bernhardii,NA,species
9442796,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,eymae,NA,species
8396883,bae5856f-da10-4333-90a0-5a2135361b30,Nothofagaceae,Nothofagus,eymae,NA,species
3906162,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,dura,NA,species
9442170,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,dura,NA,species
2874978,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,aequilateralis,NA,species
2874997,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,codonandra,NA,species
2874983,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,nitida,NA,species
2874899,bae5856f-da10-4333-90a0-5a2135361b30,Nothofagaceae,Nothofagus,starkenborghii,NA,species
9438046,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,womersleyi,NA,species
3906467,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,womersleyi,NA,species
2874885,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,apiculata,dubia,variety
2874890,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,apiculata,NA,species
9260692,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,apiculata,NA,species
7818431,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,apiculata,NA,species
2874945,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,discoidea,NA,species
11260334,bae5856f-da10-4333-90a0-5a2135361b30,Nothofagaceae,Nothofagus,oblongata,NA,species
2874924,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,cliffortioides,NA,species
7561043,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,cliffortioides,NA,species
2874968,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,recurva,NA,species
2874967,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,recurva,microphylla,variety
2874950,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,forsteri,NA,species
2874952,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,patagonica,NA,species
2874951,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,dubia,NA,species
8516439,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Nothofagaceae,Nothofagus,betuloides,NA,species
2874957,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,betuloides,NA,species
5331513,bae5856f-da10-4333-90a0-5a2135361b30,Nothofagaceae,Nothofagus,antarctica,NA,species
8866928,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,antarctica,NA,species
2874956,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,forsteri,NA,species
2874954,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,forsteri,NA,species
9503354,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,brassii,NA,species
3906177,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,brassii,NA,species
3906145,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,recurva,NA,species
9267004,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,recurva,NA,species
7995843,bae5856f-da10-4333-90a0-5a2135361b30,Nothofagaceae,Nothofagus,dubia,NA,species
2874955,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,dubia,NA,species
2874958,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,betuloides,NA,species
9250500,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,starkenborghiorum,NA,species
3906139,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,starkenborghiorum,NA,species
9427316,7ddf754f-d193-4cc9-b351-99906754a03b,Nothofagaceae,Nothofagus,flaviramea,NA,species
3906160,046bbc50-cae2-47ff-aa43-729fbf53f7c5,Nothofagaceae,Nothofagus,flaviramea,NA,species
12351389,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,myrtifolium,NA,species
4168188,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,baeticum,NA,species
12365176,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,ponticum,angustifolium,variety
4169183,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,algarvense,NA,species
10808834,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,ponticum,myrtifolium,variety
4164848,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,baetica,NA,species
12273679,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,ponticum,baeticum,variety
12311448,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,ponticum,brachycarpum,variety
4173757,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,hyacinthiflorum,NA,species
8688305,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Rhododendron,odoratum,NA,species
4168805,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,odoratum,NA,species
12321403,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,ponticum,roseum,variety
4165228,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,deciduum,NA,species
10941453,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,adansonii,NA,species
7783216,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,arborea,NA,species
4166819,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,catesbaeum,NA,species
4172131,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,lancifolium,NA,species
12358220,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Rhododendron,ponticum,parviflorum,variety
4166828,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,catesbaei,NA,species
8423875,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,obtusum,NA,species
12351717,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,ponticum,parviflorum,variety
8514837,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Rhododendron,deciduum,NA,species
4174739,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,pontica,NA,species
7474986,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,speciosum,NA,species
7715058,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,lowei,NA,species
12278499,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,ponticum,album,variety
4165558,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,pontica,NA,species
4175551,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,lancifolia,NA,species
10982808,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,ponticum,obtusum,variety
4171270,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,ponticum,NA,species
8573154,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pinaceae,Pinus,subpatula,NA,species
5285230,7ddf754f-d193-4cc9-b351-99906754a03b,Pinaceae,Pinus,patula,macrocarpa,variety
10912290,f382f0ce-323a-4091-bb9f-add557f3a9a2,Pinaceae,Pinus,subpatula,NA,species
8661250,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Pinaceae,Pinus,patula,longipedunculata,variety
8325622,f382f0ce-323a-4091-bb9f-add557f3a9a2,Pinaceae,Pinus,patula,longipedunculata,subspecies
5285232,7ddf754f-d193-4cc9-b351-99906754a03b,Pinaceae,Pinus,longipedunculata,NA,species
4164500,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,subcordatum,NA,species
2878510,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,montserratii,NA,species
8653827,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Fagaceae,Quercus,hariotii,NA,species
2878519,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,semilanuginosa,NA,species
2878515,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,tridactyla,NA,species
8348373,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,hariotii,NA,species
3906188,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,simonkaiana,NA,species
2878732,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,pendulina,NA,species
2878521,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,kanitziana,NA,species
2878517,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,corcyrensis,NA,species
2878518,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,devensis,NA,species
2878516,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,teriana,NA,species
7947613,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,sessiliflora,tridactyla,variety
7445157,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,pedunculata,csatoi,variety
7629039,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,canthariformis,NA,species
12332665,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,reflexa,canthariformis,variety
4166035,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,coccinopeplum,NA,species
4167605,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,porphyroblastum,NA,species
4165563,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,cucullatum,NA,species
12313505,f382f0ce-323a-4091-bb9f-add557f3a9a2,Ericaceae,Rhododendron,roxieanum,cucullatum,variety
6711517,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,recurvum,oreonastes,variety
12298857,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,bowieana,NA,species
7459071,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,boweri,NA,species
5682630,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,bowia,NA,species
8047227,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,bowieanum,NA,species
5683621,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,bowieana,NA,species
8398759,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,giganteum,NA,species
8233244,f382f0ce-323a-4091-bb9f-add557f3a9a2,Ericaceae,Rhododendron,rotundifolium,NA,species
4166293,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,rotundifolium,NA,species
7870907,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,cardiobasis,NA,species
4172614,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,kinabaluense,NA,species
4165992,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,rugosum,kinabaluense,variety
4165406,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,semilunatum,NA,species
4166384,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,chloranthum,NA,species
4170407,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,melinanthum,NA,species
8283157,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,rubropunctatum,NA,species
8101070,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,trichocladum,longipilosum,variety
7417397,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,argyrophyllum,omeiense,variety
8055616,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,argyrophyllum,leiandrum,variety
7953816,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,argyrophyllum,nankingense,variety
7724157,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,argyrophyllum,cupulare,variety
4166396,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Rhododendron,chionophyllum,NA,species
2878291,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,schneckii,NA,species
2878703,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,pedunculata,longipetiolata,variety
2878709,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,mestensis,NA,species
2878708,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,kurdica,NA,species
2878704,7ddf754f-d193-4cc9-b351-99906754a03b,Fagaceae,Quercus,pedunculiflora,NA,species
