taxonID,datasetID,family,genus,specificEpithet,infraspecificEpithet,taxonRank
7974595,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,foliacea,galpinii,variety
7692486,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,longipedunculata,setifera,variety
5683750,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,juliana,NA,species
7881811,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,dumosum,NA,species
8247876,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,longipedunculata,intermedia,variety
7447620,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,lanatum,NA,species
7554961,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,walkeria,praestans,variety
5683680,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,walkeria,NA,species
10919402,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,walkeria,NA,species
7327503,d9a4eedb-e985-4456-ad46-3df8472e00e8,Ericaceae,Erica,zeyherianum,zeyherianum,variety
4164048,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,dregeanum,NA,species
4164024,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tenuifolium,NA,species
7327502,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,zeyherianum,NA,species
12366576,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,australis,bethurica,subspecies
5683501,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,pistillaris,NA,species
7704622,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,umbellata,NA,species
7834447,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,occidentalis,NA,species
5682972,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,aragonensis,NA,species
5683312,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,protrusa,NA,species
5682651,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,bonplandia,NA,species
10918659,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,incerta,NA,species
8148147,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,daphniflora,latisepala,variety
7862665,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,daphniflora,leipoldtii,variety
5682764,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,bartlingiana,NA,species
5682243,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,trossula,NA,species
7556032,f382f0ce-323a-4091-bb9f-add557f3a9a2,Ericaceae,Erica,daphniflora,daphniflora,variety
5684649,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,indigesta,NA,species
8177111,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,australe,NA,species
8398638,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,daphniflora,pedicellata,variety
7945948,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,bartlingianum,NA,species
12331308,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,australis,occidentalis,variety
7369500,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,daphniflora,muscari,variety
4164000,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,zeyherianum,tenuifolium,variety
12328299,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,australis,aragonensis,variety
7359220,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,australis,aragonensis,subspecies
8388919,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,daphniflorum,NA,species
5683767,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,daphniflora,NA,species
5681833,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,dykei,NA,species
5681770,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,expansa,NA,species
12284341,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,expansa,NA,species
4166159,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,patens,NA,species
5682896,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,semisulcata,NA,species
5682090,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cremnophila,NA,species
8475684,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,semisulcata,NA,species
5683022,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,rupestris,NA,species
8060147,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,humilis,NA,species
4171789,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,schlechteri,NA,species
7662997,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,inconspicua,pubescens,variety
8175629,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,inconspicua,ciliata,variety
4172321,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,muscosa,NA,species
7856043,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,inconspicua,vestita,variety
7357825,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,inconspicua,NA,species
9769206,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,pusilla,NA,species
9686793,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,inconspicua,glabriflora,variety
4168184,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,muscosum,NA,species
7835908,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,muscosum,glabrum,variety
5683110,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,albens,NA,species
8154958,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,inconspicua,glabrum,variety
8273580,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,albida,NA,species
4172753,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,montana,NA,species
5681724,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,brachyphylla,NA,species
9022069,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,junonia,minor,variety
7541564,f382f0ce-323a-4091-bb9f-add557f3a9a2,Ericaceae,Erica,junonia,junonia,variety
4171829,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,muscosa,NA,species
7550548,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,muscosa,NA,species
7653769,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,patens,NA,species
4172934,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,brachyphylla,NA,species
7876272,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,depressum,NA,species
8028904,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,humile,NA,species
5681672,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,ibityensis,NA,species
5681732,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,aristata,NA,species
4171774,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,trimera,NA,species
4171909,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,burchellii,NA,species
12387798,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,puberula,NA,species
5682008,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,urceolatus,NA,species
4171767,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,urceolata,NA,species
4172966,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,aristata,NA,species
7934076,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,ciliata,cinerea,subspecies
5681716,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,ciliata,NA,species
7432284,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,ciliata,cinerea,variety
5682877,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,serrulata,NA,species
4172896,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,ciliata,NA,species
7830311,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,diosmifolium,NA,species
5684459,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,diosmifolia,NA,species
5682780,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,barbigera,NA,species
4172194,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,revoluta,NA,species
7927532,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,sessiliflora,NA,species
5682470,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetraloba,NA,species
8525103,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,tetraloba,NA,species
5682885,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,aspera,NA,species
7597845,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,armata,NA,species
5684710,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,hystriciflora,NA,species
5681749,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tenuis,NA,species
4174840,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tenuis,NA,species
8008484,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,barbigerum,NA,species
4172739,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,barbigera,NA,species
7986624,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,genistifolium,NA,species
7910045,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,sparrmanni,NA,species
7423607,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,sparrmanni,NA,species
4171781,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tenuis,NA,species
5683786,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,armata,NA,species
8352072,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,curvirostris,longisepala,variety
7503455,f382f0ce-323a-4091-bb9f-add557f3a9a2,Ericaceae,Erica,curvirostris,curvirostris,variety
12302153,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,declinata,NA,species
5682417,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,thyrsoidea,NA,species
5681939,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,decunata,NA,species
5681946,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,declinata,NA,species
8042919,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,ramosissima,NA,species
8572156,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,ramosissima,NA,species
7564063,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,herrenhausiense,NA,species
12295057,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cliffordiana,NA,species
5683774,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,cliffortiana,NA,species
7455562,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,stenantha,NA,species
5682277,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,cliffordiana,NA,species
5682506,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tenuiflora,NA,species
8280591,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,fistuliflora,NA,species
5684098,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,melanthera,NA,species
7962159,f382f0ce-323a-4091-bb9f-add557f3a9a2,Ericaceae,Erica,cristiflora,cristiflora,variety
7808724,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,irregulare,NA,species
7685348,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,curvirostre,NA,species
7733666,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,salax,NA,species
11064113,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cliffordiana,NA,species
7801136,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cristiflora,blanda,variety
7937631,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cylindricum,NA,species
7567581,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cristiflorum,NA,species
7609121,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cristiflora,moschata,variety
8397519,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tenuiflorum,NA,species
5683702,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tenuiflora,NA,species
8481514,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,fucata,NA,species
7453101,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,fucata,NA,species
5682494,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tenuipedicellata,NA,species
7892754,f382f0ce-323a-4091-bb9f-add557f3a9a2,Ericaceae,Erica,rubiginosa,rubiginosa,variety
8576559,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,unilateralis,NA,species
7435578,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,inconspicua,NA,species
4168190,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,eglandulosum,NA,species
11241295,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,glandulosum,NA,species
4171874,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,fasciculata,NA,species
4170315,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,pulchellus,NA,species
4170295,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,schlechteri,NA,species
4171881,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,eglandulosa,NA,species
7737276,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,rubiginosa,caespitosa,variety
8259076,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,unilaterale,NA,species
7704156,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,macrolomum,NA,species
12030890,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,daphniflora,glabripes,variety
7654839,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,fucatum,NA,species
9001141,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,accommodata,subviscidula,variety
7969397,f382f0ce-323a-4091-bb9f-add557f3a9a2,Ericaceae,Erica,accommodata,accommodata,variety
7533435,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,accommodata,ebracteata,variety
8658151,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,accommodata,NA,species
7619445,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cubica,natalensis,variety
7639204,f382f0ce-323a-4091-bb9f-add557f3a9a2,Ericaceae,Erica,cubica,cubica,variety
7880377,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,hottoniiflora,NA,species
5681617,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,oophylla,NA,species
5681631,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,minutifolia,NA,species
4171808,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,remota,NA,species
5681790,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,eriopus,NA,species
7407300,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,aggregatum,NA,species
7539853,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,accomodatum,NA,species
7636601,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cubica,coronifera,variety
8381840,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cubicum,NA,species
4173157,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cubica,NA,species
7586098,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,eriopus,NA,species
5684441,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,mucronata,NA,species
4164328,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,mucronata,NA,species
7602349,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,mucronatum,NA,species
5681599,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,pilulifera,NA,species
12368113,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,glandulosa,variety
12359722,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,martinezii,variety
12308349,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,mollis,variety
12268310,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,verinensis,variety
12303039,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,assoana,variety
5682638,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,botuliformis,NA,species
11277420,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,rubella,NA,species
9343018,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,parviflora,variety
7604877,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,mackeyi,NA,species
5683269,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,septentrionalis,NA,species
8308516,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,glomerata,NA,species
8626267,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,martinesii,NA,species
12373203,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,rubra,variety
12281642,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,assoi,variety
5684136,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,martinesii,NA,species
4169113,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,glomerata,NA,species
12289868,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,canescens,variety
12381540,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,lawsoniana,subspecies
9008226,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,martinesii,variety
9307618,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,anandra,variety
12348421,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,glabrescens,variety
12378549,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,fuscescens,variety
12339507,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,tetralix,verinensis,variety
12313363,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,alba,variety
4172974,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,arborescens,NA,species
5685013,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,scyphostigma,NA,species
5682450,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,thodei,NA,species
7602263,f382f0ce-323a-4091-bb9f-add557f3a9a2,Ericaceae,Erica,cyathiformis,cyathiformis,variety
8426568,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,laevis,NA,species
7591111,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,odorata,NA,species
7597481,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cyathiformis,orientalis,variety
5682643,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,stenophylla,NA,species
8411040,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,nyassana,NA,species
4171412,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,puberulus,NA,species
4171479,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,klotzschianus,NA,species
4166832,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,inaequalis,NA,species
4172729,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,bicolor,NA,species
8361695,f382f0ce-323a-4091-bb9f-add557f3a9a2,Ericaceae,Erica,glabra,glabra,variety
4174464,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,puberulus,NA,species
7459097,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,klotzschianus,glabrifolius,variety
4171548,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,ecklonianus,NA,species
4165777,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,squarrosa,NA,species
4171603,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,albirameus,NA,species
4166825,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,pubescens,NA,species
4166840,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,hispidus,NA,species
7450168,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,glabra,parviflora,variety
4165898,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,klotzschiana,NA,species
5684681,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,inaequalis,NA,species
4173919,0e61f8fe-7d25-4f81-ada7-d970bbb2c6d6,Ericaceae,Erica,tetralix,NA,species
8363430,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,NA,species
4166014,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,bicolor,NA,species
4174473,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,bicolor,NA,species
4171586,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,bicolor,NA,species
11228873,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,bicolor,NA,species
7712966,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,puberulus,NA,species
8015365,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,podophyllum,NA,species
8391485,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,floribunda,pilulifera,subspecies
12340992,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,eckloniana,NA,species
5681734,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,arborescens,NA,species
4171486,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,hispidus,NA,species
4165914,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,hispida,NA,species
12335000,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,tetralix,lawsoniana,variety
4166848,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,glaber,NA,species
4172511,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,glabra,NA,species
4171515,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,glaber,NA,species
4165937,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,glabra,NA,species
8273060,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,stenophyllum,NA,species
5682526,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,calathiflora,NA,species
4166243,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,loddigesii,NA,species
5682211,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,concava,NA,species
10981157,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,concava,NA,species
7710816,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,copiosa,longicauda,variety
5683205,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,abietina,diabolis,subspecies
5682978,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,sanguinea,NA,species
11264295,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,patersoniae,NA,species
5683212,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,abietina,atrorosea,subspecies
11306673,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,abietina,echiiflora,variety
5683363,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,salisburiana,NA,species
5683207,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,abietina,constantiana,subspecies
7805021,d9a4eedb-e985-4456-ad46-3df8472e00e8,Ericaceae,Erica,abietina,abietina,variety
7328157,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,abietina,abietina,subspecies
8487781,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,crassifolia,NA,species
5682102,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,crassifolia,NA,species
7612984,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,suaveolens,NA,species
7329001,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,glabella,glabella,subspecies
7854506,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,depressus,patens,variety
5684979,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,glabella,laevis,subspecies
4171507,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,globiferus,NA,species
8678310,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,pallidiflora,NA,species
5683773,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,pallidiflora,NA,species
8523886,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,setacea,NA,species
8014246,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,eburnea,NA,species
5682862,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,setacea,NA,species
5682880,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,assurgens,NA,species
5683757,bae5856f-da10-4333-90a0-5a2135361b30,Ericaceae,Erica,paniculata,NA,species
9435417,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,strigosa,NA,species
8653946,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,exserens,NA,species
5683324,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,prolifera,NA,species
5682180,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,congesta,NA,species
8546035,d7dddbf4-2cf0-4f39-9b2a-bb099caae36c,Ericaceae,Erica,paniculata,NA,species
7864111,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,caffra,NA,species
5683158,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,regerminans,NA,species
5683644,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,persoluta,NA,species
5681766,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,exserens,NA,species
8013613,7ddf754f-d193-4cc9-b351-99906754a03b,Ericaceae,Erica,cinerea,maderensis,variety
